UserID,Age,UserSegment,Recency,Account,LastProduct 
89,51,A,Active,0,Car
90,41,C,Active,1,Home
91,34,A,Active,1,Home
92,32,A,Active,0,Home
93,27,C,Active,1,Money 
94,24,A,Active,0,Car
95,37,A,Active,0,Home
96,39,A,Active,0,Car
97,36,B,Active,1,Money 
98,35,B,Dormant,0,Home
99,59,A,Active,0,Car
100,33,B,Active,1,Home
101,40,C,Inactive,0,Money 
102,70,C,Dormant,0,Money
103,55,A,Active,0,Car
104,50,A,Inactive,0,Car
105,40,A,Active,0,Home
106,35,B,Inactive,1,Money 
107,33,A,Inactive,0,Car
108,25,A,Active,0,Money
109,38,B,Inactive,1,Car 
110,34,A,Active,0,Money
111,31,A,Active,0,Car
112,33,C,Active,1,Car
113,40,A,Active,0,Home
114,38,A,Active,1,Home
115,67,A,Active,1,Money 
116,38,C,Dormant,0,Home
117,44,C,Dormant,0,Home
118,62,A,Active,1,Home
119,47,C,Active,1,Money 
120,45,C,Active,1,Home
121,20,A,Active,1,Car
122,49,A,Active,1,Money
123,59,A,Dormant,1,Home
124,28,A,Inactive,1,Money 
125,57,C,Dormant,0,Car
126,22,A,Active,1,Home
127,61,C,Dormant,1,Car 
128,39,C,Active,0,Money
129,43,B,Active,1,Car
130,45,B,Dormant,0,Money
131,38,C,Inactive,1,Car
132,53,A,Active,1,Home
133,69,C,Dormant,0,Money
134,21,C,Active,0,Home
135,41,A,Active,0,Car
136,24,A,Inactive,1,Home
137,32,C,Active,0,Car
138,44,B,Active,0,Money
139,33,C,Dormant,0,Home
140,61,C,Dormant,0,Car
141,66,A,Active,0,Money 
142,37,A,Active,1,Money 
143,46,B,Active,0,Car
144,25,A,Active,1,Car
145,49,A,Active,0,Car
146,40,A,Active,1,Money
147,35,B,Active,0,Car 
148,44,A,Active,0,Car
149,30,C,Inactive,0,Car 
150,34,A,Active,1,Car
151,45,A,Active,1,Car 
152,39,B,Active,0,Car 
153,52,B,Active,1,Car
154,38,A,Active,0,Money 
155,51,C,Dormant,1,Money
156,33,A,Active,1,Home
157,45,A,Active,0,Car
158,35,A,Active,1,Money 
159,46,A,Active,0,Car
160,49,A,Active,0,Car
161,47,A,Active,0,Car
162,53,A,Active,1,Money 
163,52,B,Active,0,Home
164,33,A,Active,0,Money
165,54,A,Active,0,Car
166,40,B,Active,1,Car 
167,34,A,Active,0,Car
168,44,A,Active,1,Home
169,43,B,Active,0,Home
170,39,A,Active,1,Car
171,33,B,Active,1,Money
172,74,A,Active,0,Money 
173,25,C,Active,0,Car 
174,23,C,Inactive,1,Car
175,60,C,Dormant,0,Car 
176,36,A,Active,0,Home
177,22,B,Inactive,0,Car
178,35,C,Active,1,Car
179,31,A,Inactive,1,Home
180,0,B,Dormant,1,Car 
181,73,A,Active,0,Money 
182,34,B,Active,1,Car
183,45,A,Active,1,Home
184,53,A,Active,0,Car 
185,31,A,Active,0,Money 
186,34,B,Active,1,Home
187,24,A,Active,1,Money 
188,44,A,Inactive,1,Money 
189,29,C,Inactive,1,Car
190,47,B,Inactive,1,Home
191,46,B,Dormant,0,Home
192,39,A,Active,1,Car
193,30,A,Inactive,1,Home
194,28,A,Active,1,Car 
195,43,A,Active,0,Car
196,44,A,Active,1,Car 
197,50,B,Active,1,Car
198,28,C,Active,0,Car
199,27,B,Active,1,Car 
200,64,B,Active,0,Home
201,21,B,Inactive,1,Car
202,21,C,Inactive,1,Home
203,43,A,Active,0,Home
204,60,B,Active,1,Home
205,62,B,Active,0,Car
206,49,A,Active,1,Car
207,26,B,Active,1,Money
208,22,C,Active,1,Home
209,56,C,Active,1,Home
210,46,C,Active,1,Home
211,64,A,Active,0,Money 
212,31,A,Inactive,1,Car 
213,31,A,Active,1,Car
214,19,B,Dormant,0,Car
215,44,A,Active,0,Car
216,49,C,Inactive,0,Car
217,55,C,Active,0,Home
218,55,B,Active,0,Car
219,69,A,Active,0,Money 
220,47,A,Active,1,Car
221,38,A,Active,1,Car 
222,31,A,Active,1,Home
223,47,A,Active,0,Home
224,22,B,Active,1,Home
225,47,B,Inactive,1,Home
226,47,C,Dormant,1,Car 
227,45,A,Active,1,Money
228,38,A,Active,0,Car
229,53,B,Dormant,0,Car
230,36,A,Active,1,Money 
231,28,B,Active,1,Car 
232,39,B,Inactive,0,Car 
233,42,A,Active,0,Car
234,50,B,Dormant,0,Car
235,27,C,Active,1,Car 
236,34,C,Active,1,Car
237,39,B,Dormant,0,Car 
238,69,A,Active,0,Money 
239,24,C,Active,1,Home
240,26,A,Active,1,Car 
241,48,B,Dormant,0,Car
242,49,B,Active,1,Car
243,49,A,Active,0,Home
244,38,A,Inactive,1,Home
245,27,A,Active,1,Car
246,61,C,Active,0,Home
247,53,A,Active,0,Car
248,36,B,Active,0,Car 
249,50,A,Active,1,Home
250,22,B,Active,0,Car
251,52,B,Active,0,Money
252,24,C,Dormant,0,Money 
253,31,C,Inactive,1,Car
254,47,A,Active,1,Money 
255,52,C,Inactive,1,Car
256,60,B,Inactive,0,Money
257,34,B,Active,1,Money
258,48,C,Inactive,1,Home
259,26,A,Active,1,Car
260,38,B,Active,0,Car 
261,50,B,Active,1,Car
262,42,C,Active,1,Car
263,27,B,Active,1,Car
264,23,C,Active,1,Home
265,40,A,Active,1,Car
266,44,A,Active,0,Home
267,34,A,Inactive,1,Car
268,22,C,Inactive,1,Money 
269,24,C,Inactive,1,Car 
270,36,A,Active,0,Car 
271,34,A,Active,0,Home
272,51,A,Active,0,Home
273,42,A,Active,1,Home
274,30,B,Dormant,0,Money 
275,49,A,Active,1,Money 
276,24,C,Dormant,0,Car
277,25,C,Dormant,1,Car
278,56,A,Active,0,Car
279,69,A,Active,0,Money 
280,24,A,Active,1,Car 
281,29,A,Active,1,Car
282,30,A,Active,0,Money
283,29,C,Dormant,0,Home
284,36,A,Active,1,Car
285,34,A,Active,1,Money 
286,30,A,Active,1,Car
287,25,A,Active,0,Car
288,43,B,Active,1,Money 
289,52,A,Active,0,Home
290,30,A,Active,0,Car
291,26,B,Dormant,1,Car
292,34,B,Active,1,Car
293,31,A,Active,1,Home
294,49,A,Active,0,Car 
295,24,A,Active,1,Car
296,62,A,Active,0,Money 
297,64,A,Active,1,Money 
298,23,C,Dormant,0,Money 
299,53,A,Active,0,Home
300,33,A,Active,1,Car
301,32,B,Active,1,Home
302,49,C,Dormant,1,Home
303,41,C,Dormant,1,Money
304,27,A,Active,1,Home
305,26,C,Dormant,1,Home
306,48,B,Active,1,Car
307,26,B,Dormant,1,Car
308,31,B,Active,1,Car
309,50,B,Dormant,1,Car
310,60,C,Dormant,1,Car
311,30,A,Active,1,Car
312,36,A,Active,1,Home
313,63,B,Inactive,0,Car
314,34,A,Inactive,0,Car 
315,32,A,Active,1,Money
316,37,A,Active,1,Car 
317,26,A,Active,1,Home
318,42,B,Active,1,Car
319,50,A,Active,0,Money 
320,31,A,Active,1,Car
321,52,A,Active,1,Money 
322,31,C,Dormant,0,Home
323,20,A,Active,1,Home
324,39,B,Inactive,0,Car 
325,21,C,Active,0,Car
326,25,C,Active,0,Home
327,44,A,Active,1,Money
328,71,A,Active,1,Money 
329,49,B,Active,0,Car
330,52,A,Active,1,Car 
331,52,A,Active,0,Car
332,67,A,Active,0,Money 
333,55,B,Inactive,1,Home
334,40,C,Inactive,0,Car 
335,43,B,Active,0,Car 
336,50,B,Active,0,Car
337,26,C,Dormant,1,Money
338,49,A,Active,0,Car
339,48,A,Active,0,Car 
340,24,C,Active,1,Home
341,70,C,Dormant,0,Money
342,24,C,Dormant,0,Money
343,38,A,Active,0,Money
344,40,B,Active,0,Car 
345,51,A,Active,0,Money 
346,47,A,Active,0,Car 
347,48,C,Active,0,Money
348,24,A,Active,1,Home
349,47,A,Active,0,Car
350,26,A,Active,1,Home
351,51,B,Inactive,0,Money 
352,45,A,Active,0,Car
353,44,A,Active,0,Car
354,21,C,Active,1,Home
355,31,B,Active,0,Car
356,19,A,Active,0,Car
357,33,A,Active,0,Car
358,33,A,Dormant,1,Car
359,66,C,Inactive,1,Car
360,61,C,Inactive,0,Money
361,27,A,Active,0,Money 
362,32,C,Dormant,1,Home
363,45,A,Active,1,Car
364,62,C,Dormant,1,Car
365,33,A,Active,1,Home
366,52,A,Active,0,Home
367,28,C,Inactive,1,Home
368,19,C,Dormant,1,Car
369,55,A,Active,1,Car
370,26,C,Inactive,0,Car
371,38,B,Active,1,Car 
372,60,A,Active,1,Money 
373,45,A,Active,0,Car
374,57,A,Active,1,Home
375,47,C,Dormant,1,Home
376,49,A,Active,0,Home
377,40,B,Active,1,Car 
378,21,C,Active,0,Car
379,31,A,Active,0,Home
380,43,B,Inactive,0,Car
381,57,A,Active,0,Money 
382,60,A,Active,0,Car 
383,67,B,Inactive,1,Home
384,41,B,Active,0,Car 
385,33,C,Inactive,1,Money
386,27,A,Active,1,Car 
387,25,B,Active,1,Car
388,66,C,Dormant,1,Car
389,26,A,Active,1,Car
390,24,A,Active,0,Money
391,25,B,Active,0,Car
392,42,A,Active,0,Car
393,24,A,Active,1,Car
394,38,A,Active,1,Car
395,34,C,Inactive,1,Home
396,43,B,Active,0,Home
397,29,A,Active,0,Home
398,26,A,Active,0,Home
399,39,A,Active,0,Home
400,42,C,Dormant,0,Home
401,40,A,Active,0,Car
402,43,B,Active,1,Money
403,47,C,Dormant,1,Home
404,39,A,Active,1,Money 
405,32,B,Active,0,Money 
406,31,A,Dormant,1,Car
407,25,C,Dormant,0,Money
408,28,C,Dormant,1,Money
409,35,A,Active,1,Car 
410,39,A,Active,0,Car 
411,49,B,Active,0,Car
412,30,B,Dormant,1,Car 
413,38,A,Active,0,Home
414,54,A,Inactive,0,Home
415,26,B,Active,0,Car
416,48,A,Active,1,Car
417,24,B,Dormant,0,Home
418,25,C,Active,0,Car
419,38,B,Inactive,0,Car 
420,40,C,Dormant,0,Car
421,48,A,Active,0,Home
422,52,B,Active,1,Car
423,25,A,Active,1,Car
424,28,A,Active,1,Car
425,42,B,Active,0,Home
426,62,C,Active,1,Car
427,33,A,Active,1,Money 
428,48,A,Active,0,Money
429,58,A,Active,0,Car
430,55,B,Active,0,Money
431,49,C,Dormant,0,Money
432,39,A,Active,1,Car
433,39,A,Inactive,0,Home
434,31,A,Active,0,Home
435,22,A,Active,0,Car
436,68,A,Active,0,Money 
437,34,A,Active,1,Car
438,21,C,Dormant,1,Home
439,21,C,Active,0,Money 
440,71,B,Inactive,0,Money 
441,32,A,Active,0,Car
442,20,B,Active,1,Home
443,53,C,Inactive,1,Money
444,30,C,Inactive,1,Car
445,50,A,Active,0,Car 
446,0,A,Active,1,Car
447,46,A,Active,0,Home
448,67,A,Active,0,Money 
449,50,B,Active,1,Car
450,55,C,Dormant,1,Car
451,26,B,Active,1,Home
452,22,C,Dormant,1,Car 
453,33,B,Active,1,Car
454,29,B,Dormant,1,Home
455,26,A,Active,1,Car
456,21,A,Active,0,Car
457,26,B,Dormant,0,Money 
458,54,C,Dormant,0,Money
459,43,A,Active,1,Car
460,32,A,Active,1,Home
461,20,C,Dormant,0,Car
462,33,A,Active,1,Car 
463,44,B,Active,0,Car
464,42,B,Dormant,1,Money 
465,51,B,Active,0,Car 
466,59,A,Active,0,Money
467,44,A,Active,1,Car
468,24,B,Inactive,1,Money
469,50,A,Active,0,Home
470,32,C,Active,1,Car
471,34,A,Active,0,Home
472,48,C,Dormant,1,Car
473,56,A,Active,0,Car
474,30,B,Active,0,Car
475,31,A,Inactive,1,Money 
476,39,B,Active,1,Car 
477,41,C,Active,1,Car
478,45,B,Inactive,1,Car
479,60,C,Dormant,0,Home
480,37,C,Inactive,1,Car 
481,43,B,Active,0,Car
482,32,A,Active,0,Car
483,28,C,Dormant,1,Car
484,31,A,Active,1,Car 
485,56,B,Active,1,Car
486,44,A,Inactive,1,Car
487,47,B,Inactive,0,Money
488,48,A,Active,1,Home
489,48,A,Active,1,Car
490,33,B,Active,0,Car
491,27,C,Active,1,Car
492,23,A,Active,1,Home
493,37,A,Active,1,Car
494,28,A,Active,1,Home
495,20,B,Active,1,Car
496,34,B,Inactive,1,Car
497,33,B,Active,1,Car
498,60,A,Active,1,Car
499,31,A,Active,1,Car
500,24,C,Active,1,Car
501,25,C,Active,1,Car
502,24,A,Active,0,Car
503,75,B,Active,1,Money 
504,22,B,Active,1,Home
505,24,B,Dormant,0,Car
506,48,B,Active,0,Car
507,41,A,Active,0,Car
508,72,C,Dormant,1,Money
509,32,C,Inactive,0,Home
510,36,B,Active,1,Car
511,65,B,Inactive,1,Car 
512,62,A,Active,1,Car 
513,43,B,Active,1,Car
514,21,B,Active,0,Car
515,56,A,Inactive,0,Home
516,44,A,Active,0,Home
517,20,A,Active,1,Money 
518,27,A,Active,0,Home
519,34,A,Active,1,Money
520,38,B,Inactive,1,Car 
521,63,A,Inactive,0,Car
522,30,B,Active,1,Home
523,38,A,Active,1,Car
524,53,A,Inactive,0,Money
525,34,C,Dormant,1,Home
526,48,A,Inactive,0,Home
527,37,A,Active,1,Home
528,39,B,Active,1,Car 
529,42,A,Active,1,Home
530,42,C,Active,1,Money
531,37,A,Inactive,1,Money
532,32,B,Active,1,Car 
533,37,C,Dormant,0,Car
534,39,A,Active,0,Money
535,24,A,Active,1,Car
536,59,A,Active,1,Car
537,42,A,Active,1,Money 
538,41,A,Active,0,Car
539,29,A,Active,1,Money
540,23,B,Inactive,1,Car
541,57,A,Active,1,Car 
542,20,C,Dormant,1,Car
543,44,A,Active,1,Money 
544,55,A,Active,0,Home
545,70,A,Active,1,Money 
546,37,A,Active,0,Car
547,28,B,Active,0,Car
548,37,B,Dormant,1,Car
549,35,A,Active,1,Home
550,24,A,Active,0,Home
551,30,B,Active,0,Home
552,57,A,Active,0,Car
553,52,B,Inactive,0,Car
554,36,A,Active,1,Money
555,67,A,Active,1,Money 
556,55,A,Active,1,Money 
557,35,A,Active,0,Home
558,62,A,Inactive,0,Car
559,21,C,Dormant,1,Car 
560,47,A,Inactive,0,Home
561,29,A,Active,1,Car
562,45,A,Active,1,Home
563,60,A,Active,0,Home
564,44,B,Inactive,0,Car
565,55,A,Active,0,Car 
566,51,A,Active,1,Car 
567,40,A,Active,1,Car
568,33,A,Active,1,Car
569,42,A,Active,0,Car 
570,42,B,Active,0,Car 
571,25,C,Dormant,1,Car
572,27,B,Dormant,1,Home
573,27,A,Active,1,Home
574,35,A,Active,1,Money
575,35,A,Active,0,Car
576,25,C,Active,0,Home
577,41,A,Active,1,Home
578,29,C,Inactive,1,Home
579,25,A,Active,1,Home
580,33,C,Active,0,Car
581,48,C,Active,0,Car
582,31,A,Active,0,Home
583,37,A,Active,1,Car
584,28,B,Active,1,Home
585,43,C,Dormant,1,Home
586,62,A,Active,0,Home
587,53,A,Active,0,Car
588,30,A,Active,0,Home
589,48,NULL,NULL,0,0
590,58,C,Dormant,1,Car
591,74,A,Active,0,Money 
592,43,A,Inactive,1,Home
593,65,A,Active,1,Money 
594,42,A,Active,1,Car
595,31,B,Active,1,Car
596,27,B,Inactive,0,Money
597,46,C,Active,0,Car
598,60,A,Dormant,0,Money
599,48,A,Active,0,Money 
600,32,A,Active,1,Home
601,22,A,Active,1,Home
602,31,A,Active,1,Money
603,40,C,Dormant,1,Home
604,55,A,Active,1,Car
605,46,C,Active,1,Home
606,75,B,Dormant,0,Money 
607,28,A,Active,1,Money
608,31,C,Inactive,1,Money 
609,28,C,Active,1,Car
610,33,B,Inactive,0,Home
611,26,A,Inactive,0,Home
612,34,A,Active,0,Car
613,39,B,Dormant,0,Car 
614,57,A,Active,0,Home
615,55,C,Dormant,0,Home
616,36,A,Active,1,Car
617,53,A,Active,0,Car
618,28,C,Inactive,1,Car
619,22,C,Inactive,1,Car
620,49,A,Active,0,Money
621,49,A,Active,1,Car
622,52,A,Active,0,Money
623,26,A,Active,1,Money 
624,0,C,Active,1,Car
625,26,B,Inactive,1,Car 
626,28,B,Active,0,Money
627,26,B,Active,0,Car
628,63,A,Active,1,Home
629,24,A,Active,1,Money 
630,35,C,Active,0,Car
631,54,C,Active,1,Car
632,39,B,Active,0,Car 
633,41,B,Active,0,Car 
634,29,C,Dormant,0,Car
635,27,A,Active,1,Money
636,52,A,Active,0,Car
637,29,B,Active,1,Car
638,29,A,Active,1,Car
639,38,A,Active,1,Home
640,29,A,Active,0,Car
641,34,A,Active,1,Car
642,33,C,Active,1,Car
643,38,B,Active,0,Car 
644,53,C,Dormant,0,Car
645,35,A,Active,1,Car
646,49,B,Active,1,Car
647,22,C,Active,1,Home
648,45,A,Active,0,Money 
649,35,A,Inactive,1,Car
650,58,A,Inactive,0,Car
651,73,A,Active,0,Money 
652,30,C,Inactive,0,Home
653,29,C,Inactive,1,Home
654,49,A,Active,1,Home
655,31,A,Inactive,0,Car
656,35,A,Inactive,1,Home
657,43,B,Active,0,Car
658,27,A,Inactive,1,Car
659,24,C,Dormant,0,Car
660,73,A,Active,0,Money 
661,48,A,Active,1,Car 
662,51,A,Active,1,Home
663,60,A,Active,1,Car
664,47,A,Active,1,Money
665,26,A,Active,1,Car 
666,41,A,Active,1,Money 
667,35,A,Active,1,Money 
668,38,B,Active,0,Car 
669,27,A,Active,1,Car
670,60,A,Active,0,Home
671,41,A,Active,0,Car 
672,49,C,Dormant,1,Car
673,62,A,Active,1,Money
674,35,A,Active,1,Car 
675,48,A,Inactive,0,Car
676,21,C,Active,0,Car
677,18,A,Active,1,Car
678,41,A,Active,0,Home
679,44,B,Active,0,Car
680,38,A,Active,1,Money 
681,43,A,Active,0,Money 
682,44,C,Active,1,Money
683,48,A,Active,1,Home
684,48,C,Dormant,0,Car
685,66,A,Active,1,Money 
686,38,A,Active,1,Car 
687,28,B,Dormant,1,Car
688,65,A,Active,1,Money 
689,30,B,Active,1,Car
690,31,A,Active,1,Car
691,50,A,Active,1,Home
692,58,A,Active,0,Car
693,49,A,Inactive,0,Car
694,54,B,Active,1,Car
695,43,C,Dormant,1,Money
696,50,A,Active,1,Money
697,35,B,Dormant,1,Home
698,35,A,Active,0,Car
699,48,B,Inactive,0,Car
700,21,C,Dormant,1,Home
701,20,A,Active,0,Car 
702,34,B,Active,0,Car
703,58,A,Active,1,Home
704,22,C,Active,0,Money
705,56,A,Active,0,Money 
706,35,B,Inactive,0,Home
707,52,A,Active,0,Home
708,55,A,Active,0,Home
709,42,A,Active,1,Home
710,26,A,Active,1,Car
711,23,B,Active,1,Car
712,25,C,Active,0,Money 
713,24,A,Inactive,0,Car 
714,52,C,Dormant,0,Car
715,24,C,Dormant,1,Car
716,33,C,Active,0,Car
717,31,A,Inactive,1,Car
718,27,A,Active,1,Car
719,33,B,Inactive,1,Money 
720,57,A,Active,1,Home
721,45,A,Active,0,Car 
722,31,B,Inactive,0,Home
723,54,B,Dormant,0,Home
724,31,A,Active,1,Home
725,27,B,Active,1,Car
726,42,A,Inactive,0,Money
727,55,C,Active,0,Money 
728,65,A,Active,0,Money 
729,50,A,Active,0,Car
730,40,A,Active,0,Home
731,23,C,Dormant,1,Car 
732,0,A,Active,0,Money 
733,29,C,Active,1,Car
734,71,A,Active,1,Money 
735,25,C,Active,0,Car 
736,39,A,Active,1,Car
737,36,B,Active,0,Home
738,35,B,Active,1,Money
739,38,A,Active,1,Car
740,50,A,Active,0,Car
741,39,A,Active,1,Home
742,41,B,Active,0,Car 
743,59,A,Active,0,Car
744,33,C,Active,1,Home
745,44,C,Active,0,Car
746,24,A,Active,1,Car
747,52,A,Active,0,Car
748,29,A,Dormant,1,Home
749,34,A,Active,0,Car
750,48,A,Active,1,Money
751,31,B,Active,1,Money 
752,46,C,Dormant,1,Car
753,29,A,Active,0,Money 
754,50,A,Active,0,Car
755,52,C,Active,0,Car
756,31,C,Active,0,Car 
757,43,A,Active,0,Car 
758,24,A,Active,0,Home
759,34,A,Active,1,Home
760,42,A,Active,1,Car
761,33,C,Dormant,0,Money 
762,39,A,Active,1,Car
763,26,A,Active,1,Home
764,43,A,Inactive,0,Car
765,34,C,Inactive,0,Car
766,43,A,Active,0,Home
767,61,A,Active,1,Car 
768,36,B,Active,1,Money
769,43,A,Active,0,Money
770,43,B,Active,0,Home
771,37,A,Inactive,0,Car
772,57,A,Active,0,Car
773,39,A,Active,0,Home
774,49,A,Active,1,Home
775,29,A,Active,1,Car 
776,23,B,Inactive,0,Car
777,47,A,Active,0,Car
778,33,B,Active,1,Car 
779,45,A,Active,0,Car
780,24,B,Active,1,Car
781,33,B,Active,1,Car
782,26,C,Dormant,0,Car
783,52,B,Active,1,Car
784,35,A,Active,1,Home
785,49,A,Active,1,Money 
786,45,A,Active,1,Home
787,49,B,Inactive,0,Car
788,31,C,Inactive,0,Car
789,30,C,Active,1,Money
790,38,B,Active,0,Car 
791,37,B,Inactive,1,Home
792,34,A,Active,1,Money 
793,30,C,Active,0,Car
794,48,C,Dormant,0,Home
795,27,C,Dormant,0,Home
796,30,C,Inactive,1,Car
797,22,C,Dormant,1,Car
798,30,C,Active,1,Car
799,45,A,Active,0,Money
800,51,C,Dormant,0,Car
801,48,A,Active,0,Car
802,33,B,Active,1,Home
803,49,A,Active,0,Car 
804,49,C,Dormant,1,Car
805,40,A,Inactive,1,Money 
806,51,C,Dormant,0,Home
807,53,A,Active,1,Car
808,48,A,Active,1,Car
809,40,C,Dormant,1,Money
810,66,B,Inactive,0,Money 
811,40,B,Inactive,1,Car 
812,39,A,Active,0,Money 
813,26,C,Inactive,1,Home
814,32,B,Active,0,Car
815,32,B,Active,1,Home
816,44,B,Dormant,0,Home
817,36,C,Dormant,1,Car
818,65,A,Active,0,Money 
819,27,A,Active,0,Home
820,38,A,Active,0,Home
821,48,A,Active,1,Car
822,43,B,Inactive,0,Money 
823,29,B,Active,0,Home
824,49,A,Active,1,Car
825,59,B,Dormant,0,Car 
826,31,A,Active,1,Money 
827,30,A,Active,1,Money 
828,39,A,Active,1,Car 
829,45,B,Active,1,Car
830,45,B,Active,0,Car
831,53,A,Active,0,Home
832,46,NULL,NULL,0,0
833,30,A,Active,0,Car 
834,47,A,Active,1,Car
835,52,A,Active,1,Home
836,55,C,Dormant,1,Car 
837,20,A,Active,1,Car
838,35,A,Active,0,Home
839,26,C,Dormant,1,Money 
840,45,A,Active,1,Car
841,42,C,Active,0,Car
842,38,A,Active,1,Money
843,35,A,Dormant,1,Car
844,26,C,Active,1,Car 
845,37,C,Active,1,Home
846,46,A,Active,0,Home
847,37,A,Active,1,Home
848,46,A,Inactive,0,Car
849,52,B,Dormant,0,Home
850,37,A,Inactive,1,Money 
851,56,B,Active,1,Home
852,43,A,Active,0,Car
853,47,A,Active,0,Car
854,67,A,Active,0,Money 
855,27,NULL,NULL,0,0
856,37,A,Active,1,Car 
857,44,A,Active,1,Car 
858,60,C,Active,0,Money
859,31,A,Active,1,Car 
860,48,A,Inactive,0,Home
861,20,C,Inactive,0,Home
862,48,A,Active,1,Money 
863,42,A,Active,0,Car
864,25,C,Active,0,Car
865,37,A,Active,1,Car
866,28,A,Active,0,Car
867,29,B,Active,1,Money 
868,41,C,Active,1,Home
869,36,A,Active,1,Home
870,25,A,Active,1,Money 
871,36,C,Dormant,1,Home
872,32,A,Active,0,Money 
873,30,A,Active,1,Car
874,50,A,Active,0,Home
875,53,C,Inactive,1,Car
876,47,A,Active,0,Home
877,24,C,Active,0,Home
878,41,C,Inactive,0,Car
879,37,B,Inactive,1,Money 
880,38,B,Active,1,Car 
881,24,C,Dormant,1,Money 
882,29,B,Inactive,0,Car 
883,48,A,Active,0,Car 
884,45,C,Dormant,1,Home
885,57,A,Active,1,Home
886,26,B,Active,1,Home
887,43,A,Active,0,Car
888,62,A,Active,0,Car
889,29,A,Active,1,Car
890,28,C,Active,0,Home
891,54,B,Active,0,Money 
892,24,C,Inactive,0,Car 
893,29,A,Active,1,Home
894,25,B,Dormant,1,Car
895,29,C,Dormant,1,Home
896,48,B,Active,0,Car
897,55,C,Dormant,0,Car
898,23,C,Active,0,Car
899,46,B,Active,0,Home
900,63,B,Dormant,1,Home
901,37,B,Active,1,Car 
902,40,A,Active,0,Car 
903,44,B,Active,0,Money 
904,23,C,Dormant,1,Home
905,66,A,Active,0,Money 
906,43,C,Dormant,1,Car
907,25,C,Dormant,0,Home
908,33,B,Active,1,Money
909,48,A,Active,1,Home
910,32,A,Active,1,Car 
911,21,C,Dormant,1,Money
912,27,C,Active,1,Money
913,57,B,Active,0,Money
914,26,C,Dormant,1,Home
915,26,B,Active,0,Money
916,25,A,Active,1,Car 
917,75,B,Inactive,0,Money 
918,34,A,Active,1,Car 
919,32,C,Dormant,1,Money 
920,32,A,Active,1,Car
921,19,C,Dormant,1,Home
922,54,C,Active,0,Car
923,46,C,Dormant,0,Home
924,48,A,Active,0,Home
925,59,B,Active,0,Car
926,51,C,Dormant,1,Car
927,27,A,Active,1,Money 
928,28,A,Active,1,Car
929,61,A,Active,0,Car
930,32,A,Inactive,1,Home
931,45,B,Dormant,1,Home
932,49,C,Dormant,1,Car
933,28,A,Inactive,0,Car
934,46,A,Active,1,Home
935,34,A,Active,1,Car
936,38,A,Active,0,Car
937,60,B,Active,1,Car
938,27,C,Active,0,Car
939,39,A,Active,0,Car
